customerID,gender,tenure,MonthlyCharges,TotalCharges,Contract,InternetService,PaymentMethod,tenure_group,Churn
1343-EHPYB,Male,63,103.40,6603.00,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
6035-BXTTY,Female,32,54.65,1830.10,Month-to-month,DSL,"Bank transfer (automatic)",Loyal,No
6885-PKOAM,Female,71,85.75,6223.80,"Two year",DSL,"Credit card (automatic)",Loyal,No
7520-HQWJU,Female,66,67.45,4508.65,Month-to-month,DSL,"Bank transfer (automatic)",Loyal,No
0021-IKXGC,Female,1,72.10,72.10,Month-to-month,"Fiber optic","Electronic check",New,No
2034-GDRCN,Female,2,90.40,168.20,Month-to-month,"Fiber optic","Electronic check",New,Yes
6243-OZGFH,Female,23,44.95,996.85,Month-to-month,DSL,"Electronic check",Loyal,No
4654-DLAMQ,Female,64,97.00,6430.90,"One year","Fiber optic","Bank transfer (automatic)",Loyal,No
0513-RBGPE,Male,37,62.80,2278.75,"Two year",DSL,"Credit card (automatic)",Loyal,No
5160-UXJED,Male,17,44.60,681.40,"One year",DSL,"Mailed check",Loyal,No
4115-NZRKS,Female,7,89.15,574.35,Month-to-month,"Fiber optic","Electronic check",Mid,No
0219-YTZUE,Male,4,84.80,371.90,Month-to-month,"Fiber optic","Bank transfer (automatic)",New,Yes
0623-IIHUG,Female,21,41.90,840.10,Month-to-month,DSL,"Electronic check",Loyal,Yes
4572-DVCGN,Female,10,80.25,846.00,Month-to-month,"Fiber optic","Bank transfer (automatic)",Mid,Yes
3351-NGXYI,Female,16,54.10,889.00,Month-to-month,DSL,"Electronic check",Loyal,No
8984-EYLLL,Male,64,105.25,6823.40,"Two year","Fiber optic","Electronic check",Loyal,No
9057-MSWCO,Male,27,30.75,805.10,Month-to-month,DSL,"Credit card (automatic)",Loyal,Yes
9833-TGFHX,Male,42,97.10,4016.75,"One year","Fiber optic","Electronic check",Loyal,No
5229-DTFYB,Female,41,98.80,3959.15,"Two year","Fiber optic","Bank transfer (automatic)",Loyal,No
0104-PPXDV,Male,58,50.30,2878.55,"One year",DSL,"Credit card (automatic)",Loyal,No
3583-KRKMD,Male,18,75.90,1373.05,Month-to-month,"Fiber optic","Bank transfer (automatic)",Loyal,No
1010-DIAUQ,Male,5,96.50,492.55,Month-to-month,"Fiber optic","Bank transfer (automatic)",New,Yes
9069-LGEUL,Male,23,59.95,1406.00,Month-to-month,DSL,"Bank transfer (automatic)",Loyal,No
9571-EDEBV,Male,71,98.65,6962.85,"One year","Fiber optic","Credit card (automatic)",Loyal,No
3520-FJGCV,Male,72,112.60,8126.65,"Two year","Fiber optic","Credit card (automatic)",Loyal,No
0259-GBZSH,Male,2,85.65,181.50,Month-to-month,"Fiber optic","Electronic check",New,Yes
6122-EFVKN,Male,24,35.75,830.80,"Two year",DSL,"Mailed check",Loyal,No
2805-EDJPQ,Female,56,99.75,5608.40,"One year","Fiber optic","Credit card (automatic)",Loyal,No
6862-CQUMB,Male,37,96.10,3646.80,Month-to-month,"Fiber optic","Credit card (automatic)",Loyal,No
7156-MXBJE,Female,43,85.10,3662.25,"One year",DSL,"Credit card (automatic)",Loyal,No
6158-HDPXZ,Male,1,25.35,25.35,Month-to-month,DSL,"Mailed check",New,No
9601-BRXPO,Female,25,104.95,2566.50,Month-to-month,"Fiber optic","Bank transfer (automatic)",Loyal,Yes
2863-IMQDR,Female,61,89.65,5308.70,"Two year",DSL,"Electronic check",Loyal,No
5686-CMAWK,Male,17,86.75,1410.25,"One year","Fiber optic","Electronic check",Loyal,No
5651-CRHKQ,Female,41,86.20,3339.05,"One year","Fiber optic","Bank transfer (automatic)",Loyal,No
6905-NIQIN,Male,1,50.65,50.65,Month-to-month,DSL,"Mailed check",New,Yes
8204-YJCLA,Male,72,64.80,4732.35,"Two year",DSL,"Bank transfer (automatic)",Loyal,No
5167-ZFFMM,Male,1,90.85,90.85,Month-to-month,"Fiber optic","Credit card (automatic)",New,Yes
6583-SZVGP,Male,48,108.10,5067.45,"Two year","Fiber optic","Bank transfer (automatic)",Loyal,No
0533-BNWKF,Female,55,85.45,4874.70,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
1708-PBBOA,Female,42,54.75,2348.45,"One year",DSL,"Electronic check",Loyal,No
8782-LKFPK,Male,44,90.40,4063.00,Month-to-month,"Fiber optic","Mailed check",Loyal,No
5522-JBWMO,Male,1,44.00,44.00,Month-to-month,DSL,"Electronic check",New,No
3597-MVHJT,Female,27,95.60,2595.25,Month-to-month,"Fiber optic","Bank transfer (automatic)",Loyal,No
9774-NRNAU,Male,27,84.80,2309.55,Month-to-month,DSL,"Bank transfer (automatic)",Loyal,No
0224-RLWWD,Female,2,44.30,89.30,Month-to-month,DSL,"Electronic check",New,No
3951-NJCVI,Female,42,95.05,3944.50,Month-to-month,"Fiber optic","Electronic check",Loyal,No
2977-CEBSX,Female,66,90.05,5965.95,"Two year",DSL,"Credit card (automatic)",Loyal,No
0177-PXBAT,Male,33,109.90,3694.70,Month-to-month,"Fiber optic","Bank transfer (automatic)",Loyal,No
6599-CEBNN,Female,34,73.95,2524.45,Month-to-month,"Fiber optic","Credit card (automatic)",Loyal,Yes
2519-ERQOJ,Male,33,54.60,1803.70,Month-to-month,DSL,"Electronic check",Loyal,No
0979-PHULV,Male,69,99.45,7007.60,Month-to-month,"Fiber optic","Credit card (automatic)",Loyal,Yes
3067-SVMTC,Female,68,55.90,3848.80,"One year",DSL,"Bank transfer (automatic)",Loyal,No
4742-DRORA,Male,60,95.40,5812.00,"One year","Fiber optic","Bank transfer (automatic)",Loyal,No
0111-KLBQG,Male,32,93.95,2861.45,Month-to-month,"Fiber optic","Mailed check",Loyal,No
0334-GDDSO,Male,3,81.35,233.70,Month-to-month,"Fiber optic","Electronic check",New,Yes
5233-AOZUF,Female,29,74.95,2149.05,Month-to-month,"Fiber optic","Electronic check",Loyal,No
5973-EJGDP,Male,51,87.35,4473.00,Month-to-month,"Fiber optic","Electronic check",Loyal,No
1996-DBMUS,Female,48,70.65,3545.05,Month-to-month,"Fiber optic","Bank transfer (automatic)",Loyal,No
7916-VCCPB,Female,16,73.25,1195.75,Month-to-month,"Fiber optic","Bank transfer (automatic)",Loyal,No
4686-GEFRM,Male,70,98.70,6858.90,"Two year","Fiber optic","Bank transfer (automatic)",Loyal,No
0578-SKVMF,Female,22,83.30,1845.90,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
5564-NEMQO,Female,1,75.30,75.30,Month-to-month,"Fiber optic","Bank transfer (automatic)",New,Yes
5605-IYGFG,Female,7,69.85,515.45,Month-to-month,"Fiber optic","Bank transfer (automatic)",Mid,No
7663-ZTEGJ,Male,29,100.55,2830.45,"One year","Fiber optic","Credit card (automatic)",Loyal,No
8111-BKVDS,Female,10,40.70,449.30,Month-to-month,DSL,"Bank transfer (automatic)",Mid,No
2055-SIFSS,Female,55,51.65,2838.55,Month-to-month,DSL,"Bank transfer (automatic)",Loyal,No
2806-MLNTI,Male,52,105.10,5376.40,"One year","Fiber optic","Bank transfer (automatic)",Loyal,No
8734-DKSTZ,Female,10,85.95,858.60,Month-to-month,"Fiber optic","Electronic check",Mid,No
4360-PNRQB,Male,18,75.60,1395.05,Month-to-month,"Fiber optic","Bank transfer (automatic)",Loyal,No
6152-ONASV,Female,68,58.25,3975.70,"One year",DSL,"Bank transfer (automatic)",Loyal,No
7781-HVGMK,Female,72,65.20,4784.45,"Two year",DSL,"Credit card (automatic)",Loyal,No
2181-UAESM,Male,2,53.45,119.50,Month-to-month,DSL,"Electronic check",New,No
2957-LOLHO,Male,12,45.40,518.90,Month-to-month,DSL,"Bank transfer (automatic)",Mid,Yes
2320-SLKMB,Female,26,44.45,1183.80,Month-to-month,DSL,"Credit card (automatic)",Loyal,No
4376-KFVRS,Male,72,114.05,8468.20,"Two year","Fiber optic","Credit card (automatic)",Loyal,No
5886-VLQVU,Male,35,89.85,3161.20,Month-to-month,"Fiber optic","Bank transfer (automatic)",Loyal,No
3577-AMVUX,Male,1,55.05,55.05,Month-to-month,DSL,"Mailed check",New,No
0771-WLCLA,Female,16,112.95,1882.55,Month-to-month,"Fiber optic","Electronic check",Loyal,No
5628-RKIFK,Female,49,101.55,5070.40,Month-to-month,"Fiber optic","Credit card (automatic)",Loyal,No
0206-TBWLC,Female,54,114.65,6049.50,"One year","Fiber optic","Mailed check",Loyal,No
2937-FTHUR,Female,18,64.80,1166.70,Month-to-month,DSL,"Electronic check",Loyal,No
1910-FMXJM,Female,36,80.40,2937.65,Month-to-month,"Fiber optic","Electronic check",Loyal,No
7752-XUSCI,Female,60,105.90,6396.45,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
4110-PFEUZ,Female,1,69.55,69.55,Month-to-month,"Fiber optic","Mailed check",New,Yes
5168-MSWXT,Male,8,94.75,759.55,Month-to-month,"Fiber optic","Electronic check",Mid,No
1090-ESELR,Male,72,105.50,7611.55,"Two year","Fiber optic","Bank transfer (automatic)",Loyal,No
5760-WRAHC,Female,22,69.75,1545.40,Month-to-month,DSL,"Mailed check",Loyal,No
8847-GEOOQ,Male,60,60.20,3582.40,Month-to-month,DSL,"Bank transfer (automatic)",Loyal,No
0256-LTHVJ,Female,28,81.05,2227.10,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
8313-NDOIA,Female,24,104.15,2494.65,Month-to-month,"Fiber optic","Electronic check",Loyal,No
5149-CUZUJ,Male,28,92.90,2768.35,"One year","Fiber optic","Bank transfer (automatic)",Loyal,No
0942-KOWSM,Female,30,80.80,2369.30,"Two year",DSL,"Bank transfer (automatic)",Loyal,No
1452-VOQCH,Male,1,75.10,75.10,Month-to-month,"Fiber optic","Electronic check",New,No
6614-VBEGU,Female,24,69.45,1614.05,Month-to-month,DSL,"Bank transfer (automatic)",Loyal,No
0880-TKATG,Male,4,101.15,385.90,Month-to-month,"Fiber optic","Electronic check",New,Yes
3811-VBYBZ,Male,7,99.80,673.25,Month-to-month,"Fiber optic","Electronic check",Mid,Yes
1480-BKXGA,Male,72,116.05,8404.90,"Two year","Fiber optic","Bank transfer (automatic)",Loyal,No
2996-XAUVF,Male,70,40.05,2799.75,"Two year",DSL,"Mailed check",Loyal,No
9076-AXYIK,Male,64,102.10,6538.45,"Two year","Fiber optic","Electronic check",Loyal,No
5968-XQIVE,Male,72,89.70,6588.95,"One year","Fiber optic","Electronic check",Loyal,No
4640-UHDOS,Female,13,55.95,734.35,Month-to-month,DSL,"Electronic check",Loyal,Yes
3583-EKAPL,Male,1,55.00,55.00,Month-to-month,DSL,"Electronic check",New,Yes
1304-BCCFO,Male,9,70.05,564.40,Month-to-month,DSL,"Mailed check",Mid,No
4104-PVRPS,Male,24,53.60,1315.35,Month-to-month,DSL,"Mailed check",Loyal,No
9399-APLBT,Female,1,74.70,74.70,Month-to-month,"Fiber optic","Electronic check",New,Yes
2359-KMGLI,Male,24,80.25,1861.50,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
3780-DDGSE,Male,35,76.05,2747.20,Month-to-month,DSL,"Electronic check",Loyal,No
4431-EDMIQ,Female,7,75.70,554.05,Month-to-month,DSL,"Electronic check",Mid,No
0306-JAELE,Male,5,96.10,453.40,Month-to-month,"Fiber optic","Electronic check",New,Yes
6227-HWPWX,Female,15,69.00,994.80,Month-to-month,"Fiber optic","Bank transfer (automatic)",Loyal,Yes
0447-BEMNG,Female,48,45.30,2145.00,Month-to-month,DSL,"Bank transfer (automatic)",Loyal,Yes
4612-SSVHJ,Female,20,81.45,1671.60,Month-to-month,"Fiber optic","Electronic check",Loyal,No
5168-MQQCA,Female,72,108.50,8003.80,"One year","Fiber optic","Bank transfer (automatic)",Loyal,No
5949-XIKAE,Female,8,83.55,680.05,Month-to-month,"Fiber optic","Electronic check",Mid,Yes
7971-HLVXI,Male,72,84.50,6130.85,"Two year","Fiber optic","Credit card (automatic)",Loyal,No
9094-AZPHK,Female,15,100.15,1415.00,Month-to-month,"Fiber optic","Electronic check",Loyal,No
3649-JPUGY,Male,72,88.60,6201.95,"Two year",DSL,"Bank transfer (automatic)",Loyal,No
8372-JUXUI,Male,1,74.35,74.35,Month-to-month,"Fiber optic","Electronic check",New,Yes
3552-CTCYF,Male,63,104.80,6597.25,"Two year","Fiber optic","Bank transfer (automatic)",Loyal,No
6778-YSNIH,Female,2,59.00,114.15,Month-to-month,DSL,"Electronic check",New,No
0388-EOPEX,Female,2,74.40,139.40,Month-to-month,"Fiber optic","Electronic check",New,Yes
5756-OZRIO,Male,61,64.05,3902.60,"One year",DSL,"Bank transfer (automatic)",Loyal,No
8205-OTCHB,Male,22,43.75,903.60,"One year",DSL,"Bank transfer (automatic)",Loyal,Yes
4134-BSXLX,Male,28,60.90,1785.65,Month-to-month,DSL,"Mailed check",Loyal,No
6235-VDHOM,Female,5,28.45,131.05,Month-to-month,DSL,"Electronic check",New,Yes
7783-YKGDV,Female,12,99.70,1238.45,Month-to-month,"Fiber optic","Bank transfer (automatic)",Mid,Yes
4374-YMUSQ,Male,34,116.25,3899.05,"One year","Fiber optic","Credit card (automatic)",Loyal,No
4513-CXYIX,Female,71,80.70,5676.00,"Two year","Fiber optic","Credit card (automatic)",Loyal,No
3957-HHLMR,Female,70,65.20,4543.15,"One year",DSL,"Bank transfer (automatic)",Loyal,No
7803-XOCCZ,Female,52,84.05,4326.80,Month-to-month,"Fiber optic","Bank transfer (automatic)",Loyal,No
5736-YEJAX,Male,69,79.45,5502.55,"Two year",DSL,"Credit card (automatic)",Loyal,No
5609-CEBID,Female,20,94.10,1782.40,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
8981-FJGLA,Male,11,78.00,851.80,Month-to-month,"Fiber optic","Mailed check",Mid,No
7218-HKQFK,Male,2,94.20,167.50,Month-to-month,"Fiber optic","Electronic check",New,Yes
4636-QRJKY,Female,6,80.50,502.85,Month-to-month,"Fiber optic","Electronic check",New,Yes
4332-MUOEZ,Male,20,94.30,1818.30,"One year","Fiber optic","Credit card (automatic)",Loyal,No
8535-SFUTN,Male,61,106.45,6300.15,Month-to-month,"Fiber optic","Electronic check",Loyal,No
5956-VKDTT,Female,5,74.35,334.80,Month-to-month,"Fiber optic","Electronic check",New,Yes
8677-HDZEE,Female,56,105.45,5916.95,Month-to-month,"Fiber optic","Bank transfer (automatic)",Loyal,No
2475-MROZF,Male,30,95.00,2852.40,Month-to-month,"Fiber optic","Credit card (automatic)",Loyal,No
9412-GHEEC,Male,40,104.80,4131.95,Month-to-month,"Fiber optic","Bank transfer (automatic)",Loyal,Yes
3482-ABPKK,Female,28,54.30,1546.30,"One year",DSL,"Mailed check",Loyal,No
6705-LXORM,Female,5,70.05,302.60,Month-to-month,"Fiber optic","Electronic check",New,No
0257-ZESQC,Female,27,75.20,1929.35,Month-to-month,"Fiber optic","Bank transfer (automatic)",Loyal,Yes
5174-ITUMV,Male,67,105.40,6989.45,"One year","Fiber optic","Electronic check",Loyal,No
4109-CYRBD,Male,29,51.60,1442.00,Month-to-month,DSL,"Electronic check",Loyal,No
0913-XWSCN,Male,55,85.50,4713.40,Month-to-month,"Fiber optic","Bank transfer (automatic)",Loyal,No
6825-UYPFK,Female,23,75.60,1758.60,Month-to-month,"Fiber optic","Bank transfer (automatic)",Loyal,Yes
8397-MVTAZ,Male,34,100.05,3480.00,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
0750-EBAIU,Male,52,91.25,4738.30,"One year","Fiber optic","Electronic check",Loyal,No
8606-CIQUL,Male,72,115.75,8399.15,"Two year","Fiber optic","Credit card (automatic)",Loyal,No
3571-DPYUH,Male,58,94.70,5430.35,"One year","Fiber optic","Credit card (automatic)",Loyal,No
0356-OBMAC,Female,56,99.90,5706.30,"Two year","Fiber optic","Bank transfer (automatic)",Loyal,No
4234-XTNEA,Male,2,79.95,174.45,Month-to-month,"Fiber optic","Electronic check",New,No
1297-VQDRP,Male,68,107.15,7379.80,"One year","Fiber optic","Credit card (automatic)",Loyal,No
9282-IZGQK,Female,1,85.00,85.00,Month-to-month,"Fiber optic","Electronic check",New,Yes
5348-CAGXB,Male,12,89.55,1021.75,Month-to-month,"Fiber optic","Electronic check",Mid,No
0621-HJWXJ,Female,63,81.55,5029.05,Month-to-month,"Fiber optic","Bank transfer (automatic)",Loyal,No
5844-QVTAT,Female,33,58.45,1955.40,"One year",DSL,"Mailed check",Loyal,No
8905-IAZPF,Female,69,95.65,6744.20,"One year","Fiber optic","Credit card (automatic)",Loyal,No
5394-MEITZ,Female,60,80.60,4946.70,"Two year",DSL,"Bank transfer (automatic)",Loyal,No
6859-QNXIQ,Female,72,113.10,8248.50,"Two year","Fiber optic","Bank transfer (automatic)",Loyal,No
2782-LFZVW,Female,11,58.95,601.60,Month-to-month,DSL,"Mailed check",Mid,No
1342-JPNKI,Male,10,86.05,834.10,Month-to-month,"Fiber optic","Bank transfer (automatic)",Mid,Yes
2817-NTQDO,Male,13,45.55,597.00,Month-to-month,DSL,"Credit card (automatic)",Loyal,Yes
7129-AZJDE,Male,34,78.95,2647.20,"One year","Fiber optic","Bank transfer (automatic)",Loyal,No
6986-IJDHX,Male,39,86.30,3266.00,Month-to-month,"Fiber optic","Mailed check",Loyal,Yes
2560-PPCHE,Female,65,105.05,6744.25,"One year","Fiber optic","Bank transfer (automatic)",Loyal,No
4676-MQUEA,Male,50,101.90,5265.50,"One year","Fiber optic","Bank transfer (automatic)",Loyal,No
3580-HYCSP,Male,72,110.30,7966.90,"Two year","Fiber optic","Bank transfer (automatic)",Loyal,No
1352-HNSAW,Female,72,115.60,8220.40,"Two year","Fiber optic","Bank transfer (automatic)",Loyal,No
5301-GAUUY,Male,32,80.35,2596.15,Month-to-month,"Fiber optic","Bank transfer (automatic)",Loyal,Yes
5791-KAJFD,Female,56,68.75,3808.00,"One year",DSL,"Bank transfer (automatic)",Loyal,No
1154-HYWWO,Male,38,70.60,2708.20,"One year",DSL,"Mailed check",Loyal,No
2501-XWWTZ,Male,11,70.20,760.05,Month-to-month,"Fiber optic","Electronic check",Mid,No
3716-UVSPD,Male,1,49.30,49.30,Month-to-month,DSL,"Electronic check",New,No
6815-ABQFQ,Male,56,107.25,6033.30,"One year","Fiber optic","Electronic check",Loyal,No
3701-SFMUH,Male,7,69.70,516.15,Month-to-month,DSL,"Credit card (automatic)",Mid,No
6103-LIANB,Male,59,99.50,5861.75,"Two year","Fiber optic","Credit card (automatic)",Loyal,No
7319-VENRZ,Male,7,64.30,445.95,Month-to-month,DSL,"Bank transfer (automatic)",Mid,No
5846-NEQVZ,Male,71,70.85,4973.40,"Two year",DSL,"Credit card (automatic)",Loyal,No
6967-QIQRV,Male,15,101.90,1667.25,"One year","Fiber optic","Electronic check",Loyal,No
5781-RFZRP,Male,71,73.50,5357.75,"Two year",DSL,"Credit card (automatic)",Loyal,No
0939-YAPAF,Female,35,100.25,3527.60,Month-to-month,"Fiber optic","Electronic check",Loyal,Yes
0308-IVGOK,Female,11,40.40,422.60,"One year",DSL,"Credit card (automatic)",Mid,No
7025-WCBNE,Male,47,59.60,2754.00,"Two year",DSL,"Bank transfer (automatic)",Loyal,No
5756-JYOJT,Female,11,64.90,697.25,"One year",DSL,"Credit card (automatic)",Mid,No
4710-FDUIZ,Male,56,100.30,5614.45,"One year","Fiber optic","Credit card (automatic)",Loyal,Yes
6030-REHUX,Female,28,110.85,3204.40,Month-to-month,"Fiber optic","Electronic check",Loyal,No
9548-LIGTA,Male,61,81.05,4747.65,"Two year",DSL,"Mailed check",Loyal,No
5150-LJNSR,Male,31,98.05,3082.10,"One year","Fiber optic","Bank transfer (automatic)",Loyal,No
8270-RKSAP,Male,9,70.50,597.90,Month-to-month,"Fiber optic","Electronic check",Mid,No
6522-YRBXD,Male,35,94.55,3365.40,Month-to-month,"Fiber optic","Electronic check",Loyal,No
3627-FHKBK,Female,1,75.30,75.30,Month-to-month,"Fiber optic","Mailed check",New,Yes
2865-TCHJW,Female,4,89.20,346.20,Month-to-month,"Fiber optic","Electronic check",New,Yes
5192-EBGOV,Female,1,85.70,85.70,Month-to-month,"Fiber optic","Electronic check",New,Yes
4568-KNYWR,Male,52,63.25,3342.45,"Two year",DSL,"Credit card (automatic)",Loyal,No
0742-LAFQK,Male,72,99.15,7422.10,"Two year","Fiber optic","Electronic check",Loyal,No
0795-LAFGP,Male,71,90.40,6668.05,"Two year",DSL,"Electronic check",Loyal,No
0619-OLYUR,Male,72,111.90,8071.05,"Two year","Fiber optic","Credit card (automatic)",Loyal,No
0459-SPZHJ,Male,63,83.50,5435.00,"Two year",DSL,"Credit card (automatic)",Loyal,No
0215-BQKGS,Male,30,84.30,2438.60,Month-to-month,"Fiber optic","Credit card (automatic)",Loyal,No
9244-ZVAPM,Male,1,45.60,45.60,Month-to-month,DSL,"Mailed check",New,No
0719-SYFRB,Female,12,61.65,713.75,Month-to-month,DSL,"Mailed check",Mid,Yes
8208-EUMTE,Male,16,54.85,916.15,"Two year",DSL,"Mailed check",Loyal,No
5172-MIGPM,Male,4,65.55,237.20,Month-to-month,DSL,"Mailed check",New,No
1710-RCXUS,Male,51,90.35,4614.55,"One year","Fiber optic","Credit card (automatic)",Loyal,No
5839-SUYVZ,Male,16,74.55,1170.50,Month-to-month,"Fiber optic","Credit card (automatic)",Loyal,No
1096-ADRUX,Female,66,74.25,4859.25,"One year","Fiber optic","Bank transfer (automatic)",Loyal,No
2001-MCUUW,Male,46,108.65,4903.20,"Two year","Fiber optic","Electronic check",Loyal,No
2731-GJRDG,Female,32,109.55,3608.00,"One year","Fiber optic","Bank transfer (automatic)",Loyal,No
4723-BEGSG,Male,72,86.65,6094.25,"Two year",DSL,"Credit card (automatic)",Loyal,No
6516-NKQBO,Male,38,81.00,3084.90,"Two year",DSL,"Credit card (automatic)",Loyal,No
8672-OAUPW,Male,51,47.85,2356.75,"One year",DSL,"Credit card (automatic)",Loyal,No
8207-DMRVL,Male,72,114.55,8306.05,"Two year","Fiber optic","Bank transfer (automatic)",Loyal,No
3419-SNJJD,Female,65,105.25,6786.40,Month-to-month,"Fiber optic","Bank transfer (automatic)",Loyal,Yes
6543-CPZMK,Male,9,29.95,248.95,Month-to-month,DSL,"Electronic check",Mid,Yes
4765-OXPPD,Female,9,65.00,663.05,Month-to-month,DSL,"Mailed check",Mid,Yes
6689-VRRTK,Female,44,109.80,4860.35,"One year","Fiber optic","Credit card (automatic)",Loyal,No
7138-GIRSH,Male,50,69.50,3418.20,"Two year",DSL,"Bank transfer (automatic)",Loyal,No
9396-ZSFLL,Female,15,48.85,631.40,Month-to-month,DSL,"Mailed check",Loyal,No
6464-KEXXH,Male,8,25.25,186.30,Month-to-month,DSL,"Credit card (automatic)",Mid,No
7134-MJPDY,Female,66,102.85,6976.75,"One year","Fiber optic","Credit card (automatic)",Loyal,No
5240-CAOYT,Female,57,87.55,4884.85,Month-to-month,"Fiber optic","Bank transfer (automatic)",Loyal,No
4059-IIEBK,Female,7,78.55,522.95,Month-to-month,"Fiber optic","Bank transfer (automatic)",Mid,No
4881-JVQOD,Male,10,34.55,362.60,Month-to-month,DSL,"Bank transfer (automatic)",Mid,No
0516-UXRMT,Female,62,92.05,5755.80,"One year","Fiber optic","Electronic check",Loyal,No
4851-BQDNX,Male,40,85.05,3355.65,"One year","Fiber optic","Electronic check",Loyal,No
3003-CMDUU,Female,25,95.15,2395.70,Month-to-month,"Fiber optic","Electronic check",Loyal,No
5016-IBERQ,Male,23,84.25,1968.10,Month-to-month,"Fiber optic","Electronic check",Loyal,No
6797-UCJHZ,Female,66,104.60,6819.45,"One year","Fiber optic","Credit card (automatic)",Loyal,No
2469-DTSGX,Female,72,111.65,7943.45,"Two year","Fiber optic","Electronic check",Loyal,No
4554-YGZIH,Male,49,90.05,4547.25,Month-to-month,"Fiber optic","Credit card (automatic)",Loyal,Yes
5099-BAILX,Male,43,110.75,4687.90,Month-to-month,"Fiber optic","Bank transfer (automatic)",Loyal,Yes
9931-KGHOA,Female,46,55.00,2473.95,Month-to-month,DSL,"Bank transfer (automatic)",Loyal,No
